Subgroup	Difficulty	Title	Slug	Source	Link
Two tree Validation	Easy	Check if Tree is Isomorphic		gfg	https://www.geeksforgeeks.org/problems/check-if-tree-is-isomorphic/1
Two tree Validation	Easy	Leaf-Similar Trees	leaf-similar-trees	leetcode	https://leetcode.com/problems/leaf-similar-trees/
Two tree Validation	Medium	Check if Subtree		gfg	https://www.geeksforgeeks.org/problems/check-if-subtree/1
Two tree Validation	Medium	Mirror Tree		gfg	https://www.geeksforgeeks.org/problems/mirror-tree/1
Level Order Traversal	Medium	Binary Tree Level Order Traversal	binary-tree-level-order-traversal	leetcode	https://leetcode.com/problems/binary-tree-level-order-traversal/description/
Level Order Traversal	Medium	Binary Tree Level Order Traversal II	binary-tree-level-order-traversal-ii	leetcode	https://leetcode.com/problems/binary-tree-level-order-traversal-ii/description/
Level Order Traversal	Easy	Cousins in Binary Tree	cousins-in-binary-tree	leetcode	https://leetcode.com/problems/cousins-in-binary-tree/description/
Level Order Traversal	Easy	Average of Levels in Binary Tree	average-of-levels-in-binary-tree	leetcode	https://leetcode.com/problems/average-of-levels-in-binary-tree/description/
Level Order Traversal	Medium	Minimum Number of Operations to Sort a Binary Tree by Level	minimum-number-of-operations-to-sort-a-binary-tree-by-level	leetcode	https://leetcode.com/problems/minimum-number-of-operations-to-sort-a-binary-tree-by-level/description/
Level Order Traversal	Easy	Binary Tree Right Side View	binary-tree-right-side-view	leetcode	https://leetcode.com/problems/binary-tree-right-side-view/description/
Level Order Traversal	Easy	Left View of Binary Tree		gfg	https://www.geeksforgeeks.org/problems/left-view-of-binary-tree/1
Level Order Traversal	Medium	Top View of Binary Tree		gfg	https://www.geeksforgeeks.org/problems/top-view-of-binary-tree/1
Level Order Traversal	Hard	Vertical Order Traversal of a Binary Tree	vertical-order-traversal-of-a-binary-tree	leetcode	https://leetcode.com/problems/vertical-order-traversal-of-a-binary-tree/
Level Order Traversal	Hard	Serialize and Deserialize Binary Tree	serialize-and-deserialize-binary-tree	leetcode	https://leetcode.com/problems/serialize-and-deserialize-binary-tree/description/
Level Order Traversal	Medium	All Nodes Distance K in Binary Tree	all-nodes-distance-k-in-binary-tree	leetcode	https://leetcode.com/problems/all-nodes-distance-k-in-binary-tree/description/
Level Order Traversal	Hard	Burning Tree		gfg	https://www.geeksforgeeks.org/problems/burning-tree/1
Level Order Traversal	Medium	Populating Next Right Pointers in Each Node	populating-next-right-pointers-in-each-node	leetcode	https://leetcode.com/problems/populating-next-right-pointers-in-each-node/description/
Binary Tree Path	Easy	Binary Tree Paths	binary-tree-paths	leetcode	https://leetcode.com/problems/binary-tree-paths/description/
Binary Tree Path	Easy	Path Sum	path-sum	leetcode	https://leetcode.com/problems/path-sum/description/
Binary Tree Path	Medium	Children Sum in a Binary Tree		gfg	https://www.geeksforgeeks.org/problems/children-sum-parent/1
Binary Tree Path	Medium	Path Sum II	path-sum-ii	leetcode	https://leetcode.com/problems/path-sum-ii/
Binary Tree Path	Medium	Sum Root to Leaf Numbers	sum-root-to-leaf-numbers	leetcode	https://leetcode.com/problems/sum-root-to-leaf-numbers/
Binary Tree Path	Hard	Binary Tree Maximum Path Sum	binary-tree-maximum-path-sum	leetcode	https://leetcode.com/problems/binary-tree-maximum-path-sum/description/
Binary Tree Path	Medium	Path Sum III	path-sum-iii	leetcode	https://leetcode.com/problems/path-sum-iii/description/
Binary Tree Path	Medium	Lowest Common Ancestor of a Binary Tree	lowest-common-ancestor-of-a-binary-tree	leetcode	https://leetcode.com/problems/lowest-common-ancestor-of-a-binary-tree/description/
N-ary Tree	Theory	N-ary Tree		leetcode	https://leetcode.com/explore/learn/card/n-ary-tree/
N-ary Tree	Easy	N-ary Tree Postorder Traversal	n-ary-tree-postorder-traversal	leetcode	https://leetcode.com/problems/n-ary-tree-postorder-traversal
N-ary Tree	Easy	N-ary Tree Preorder Traversal	n-ary-tree-preorder-traversal	leetcode	https://leetcode.com/problems/n-ary-tree-preorder-traversal
N-ary Tree	Easy	Maximum Depth of N-ary Tree	maximum-depth-of-n-ary-tree	leetcode	https://leetcode.com/problems/maximum-depth-of-n-ary-tree
