Subgroup	Difficulty	Title	Slug	Source	Link
Matrix Patterns and Validity Checks	Medium	Number of Laser Beams in a Bank	number-of-laser-beams-in-a-bank 	leetcode	https://leetcode.com/problems/number-of-laser-beams-in-a-bank 
Matrix Patterns and Validity Checks	Medium	Where Will the Ball Fall	where-will-the-ball-fall 	leetcode	https://leetcode.com/problems/where-will-the-ball-fall 
Matrix Patterns and Validity Checks	Medium	Image Overlap	image-overlap 	leetcode	https://leetcode.com/problems/image-overlap 
Matrix Patterns and Validity Checks	Medium	Minimum Operations to Make a Uni-Value Grid	minimum-operations-to-make-a-uni-value-grid 	leetcode	https://leetcode.com/problems/minimum-operations-to-make-a-uni-value-grid 
Matrix Traversal and Summation	Easy	Row With Maximum Ones	row-with-maximum-ones 	leetcode	https://leetcode.com/problems/row-with-maximum-ones 
Matrix Traversal and Summation	Easy	Richest Customer Wealth	richest-customer-wealth	leetcode	https://leetcode.com/problems/richest-customer-wealth/description/  
Matrix Traversal and Summation	Easy	Lucky Numbers in a Matrix	lucky-numbers-in-a-matrix	leetcode	https://leetcode.com/problems/lucky-numbers-in-a-matrix/description/  
Matrix Traversal and Summation	Medium	Equal Row and Column Pairs	equal-row-and-column-pairs	leetcode	https://leetcode.com/problems/equal-row-and-column-pairs/description/ 
Matrix Traversal and Summation	Medium	Difference Between Ones and Zeros in Row and Column	difference-between-ones-and-zeros-in-row-and-column	leetcode	https://leetcode.com/problems/difference-between-ones-and-zeros-in-row-and-column
Matrix Traversal and Summation	Easy	Matrix Diagonal Sum	matrix-diagonal-sum	leetcode	https://leetcode.com/problems/matrix-diagonal-sum/description/ 
Matrix Traversal and Summation	Easy	Prime in Diagonal	prime-in-diagonal	leetcode	https://leetcode.com/problems/prime-in-diagonal/description/ 
Matrix Traversal and Summation	Medium	Diagonal Traverse	diagonal-traverse 	leetcode	https://leetcode.com/problems/diagonal-traverse 
Matrix Traversal and Summation	Medium	Matrix Block Sum	matrix-block-sum	leetcode	https://leetcode.com/problems/matrix-block-sum/ 
Matrix Traversal and Summation	Easy	Largest Local Values in a Matrix	largest-local-values-in-a-matrix 	leetcode	https://leetcode.com/problems/largest-local-values-in-a-matrix 
Matrix Traversal and Summation	Medium	Maximum Sum of an Hourglass	maximum-sum-of-an-hourglass 	leetcode	https://leetcode.com/problems/maximum-sum-of-an-hourglass 
Matrix Traversal and Summation	Medium	Maximum Matrix Sum	maximum-matrix-sum	leetcode	https://leetcode.com/problems/maximum-matrix-sum/description/ 
Matrix Traversal and Summation	Medium	Find the Grid of Region Average	find-the-grid-of-region-average 	leetcode	https://leetcode.com/problems/find-the-grid-of-region-average 
Matrix Traversal and Summation	Medium	Spiral Matrix	spiral-matrix 	leetcode	https://leetcode.com/problems/spiral-matrix 
Matrix Traversal and Summation	Medium	Spiral Matrix II	spiral-matrix-ii 	leetcode	https://leetcode.com/problems/spiral-matrix-ii 
